hh2ucc
0,1074791425
1,1074805763
4,1074855011
3,1075642211
6,1142919167
2,241795305471
3,1067234332671
5,1084464549887
5,1084470853631
2,1099511627775
6,49176
0,49656
4,8450556
4,137648796156
2,137649714172
6,240779260924
1,270848226300
5,270849275903
1,274072600575
3,1099511627775
1,7169
0,7199
0,7679
3,25198079
2,58981887
5,240644259327
4,241047175167
1,1066218291199
0,1098430545919
2,1099511627775
4,12312
6,100724760
3,100727835
5,100793595
1,637792255
2,1718874111
4,208279957503
6,259036020735
3,1084475047935
5,1099511627775
0,15
6,98367
0,99327
4,103280641023
1,103295323135
5,653856967679
6,653907323903
2,656723148799
3,1069442662399
1,1099511627775
6,6147
5,14367
4,63615
3,457215
2,940505599
5,2017394175
0,2080308735
1,104689827839
0,136902082559
2,1099511627775
6,49176
3,836376
6,1033080
4,12911100792
4,64551371640
0,64551248895
2,64558593023
1,615116701695
5,1096287256575
3,1099511627775
4,393984
2,940442368
0,940442428
1,1007617020
3,1007620095
5,1024454655
0,1031816605695
5,1036124159999
2,1096287256575
3,1099511627775
6,49176
6,245880
1,771064
4,550562153464
6,963080340472
0,963080348671
1,963084550143
5,1083377188863
3,1086601560063
4,1099511627775
3,6150
2,3152903
2,4070919
1,4103743
4,16711231
0,16122838591
5,16357326847
4,566918709247
1,686993440767
6,1099511627775
6,6147
0,6207
5,137727
2,3222412799
3,4028505599
5,72949374463
1,124522569215
0,124528361471
4,136902082559
2,1099511627775
6,6147
6,30735
1,7371791
2,7601295
3,8273919
5,17213325311
3,842652352511
0,858758479871
6,858959904767
1,1099511627775
0,15
3,787215
2,1842959
4,1867583
5,69009407
2,137642377215
5,167715536895
3,993154564095
4,996382081023
6,1099511627775
4,393984
0,394224
3,101155824
1,825272271856
6,825272296444
1,825301660668
4,1031862744060
2,1031863793663
0,1096288303103
1,1099511627775
5,537657856
0,1612449281
6,1612645985
3,1612652135
4,1646255735
2,1671036927
3,8119779327
0,136968798207
5,137170518015
5,1099511627775
1,4103
6,269226503
2,269242999
6,17499476599
4,17499673591
4,120780215287
2,1083389760503
0,1083393957887
3,1086618329087
1,1099511627775
2,1031
6,50207
5,115967
4,509951
0,252168191
1,260571135
3,3484942335
5,554046586879
0,1069442662399
1,1099511627775
4,24624
6,30771
3,817971
2,1047475
5,1077858303
2,1195364351
4,7650398207
1,558333165567
6,584115552255
0,1099511627775
5,2055
4,14367
3,801567
2,3223076639
0,3223093247
3,3323854847
6,16215048191
1,222507827199
3,1047946854399
6,1099511627775
1,4103
0,550293213703
5,550293230143
4,550293328639
5,550322696959
3,550325845759
4,601966116607
0,618072243967
6,618206855167
2,1099511627775
1,525184
2,526215
6,1077415815
2,1081638791
5,1148977031
4,551710236671
3,551735427071
1,586128818175
5,1067299373055
0,1099511627775
0,15
4,24639
6,25782411327
3,25782608127
1,26051306495
5,26168779775
2,266821166079
6,273266762751
1,1098430545919
2,1099511627775
4,3078
5,31758
3,818958
4,917454
1,940522495
0,1066351615
6,13957544959
2,17129537535
3,68719476735
0,1099511627775
1,7169
2,537403137
4,550010625
5,684621697
3,3908992897
0,3908993017
5,966250102777
2,983446841343
3,1086620434431
6,1099511627775
1,4103
5,8417295
6,8515647
4,210235455
4,26030370879
0,26030371839
5,576592016383
0,1091988091903
1,1093062885375
3,1099511627775
2,1031
6,99383
6,492791
4,103281034487
2,103281048831
5,120511266047
3,123735637247
0,674028584959
1,1086614142975
3,1099511627775
6,6147
2,72131
1,7413187
5,7470547
0,16113597907
4,16315317715
0,566608482303
1,618181677055
2,1073729241087
6,1099511627775
4,98496
3,885696
4,25821021120
5,25829434312
2,25832581065
5,163472992201
0,167772157901
3,993209038847
1,996382081023
6,1099511627775
0,960
2,550293472192
4,825574163392
6,825574169539
5,826651058115
3,826651082715
3,826751807487
1,826747650047
1,1067299373055
0,1099511627775
4,3078
6,52254
2,67226750
3,79821950
1,79952895
4,483392511
2,963092937727
5,964169826303
6,1067299373055
0,1099511627775
0,15
5,32895
1,558079
2,1613823
6,51970047
3,253493247
4,550814875647
0,1066210951167
5,1073729241087
6,1099511627775
3,3075
2,7199
4,56447
5,319487
3,201842687
1,7719084031
2,7733772287
5,558295416831
0,1073691492351
4,1099511627775
6,6147
0,34393331747
1,34393348159
4,51598391359
2,54820666431
6,67711859775
1,67712384959
3,893151412159
5,893286023167
2,1099511627775
0,15
5,32895
1,4234367
4,4431359
3,29621759
5,567279615
0,64991789055
6,271250882559
6,1096287256575
3,1099511627775
1,1049603
2,1066099
4,1072255
4,3228589183
2,72015273087
3,123605212287
1,136498510975
6,136499297791
5,274340511743
1,1099511627775
0,15
2,3222275087
4,7523535887
6,7523634239
0,7523635199
5,7582371839
4,110862913535
3,111522349055
1,1073729241087
6,1099511627775
2,1031
3,3224372231
5,3258024999
2,3258943015
0,3258490879
4,553819873279
3,554021396479
6,558328954879
1,584115552255
0,1099511627775
3,3075
1,19487
4,17205062687
6,17205259391
5,17742917247
5,52203351679
2,52210302975
0,68316430335
4,274475253759
6,1099511627775
5,2055
3,100455
2,232423
1,7573479
3,7598079
1,550702936063
0,550020055039
4,963142221823
2,970662608895
0,1099511627775
6,6147
1,268739
4,293363
2,3222568435
0,4229201395
5,8538848755
5,42210938879
3,248570695679
1,1073729241087
6,1099511627775
2,1031
3,394631
4,406943
0,550293616543
6,551370506143
6,602935279519
4,602935328767
5,671755534335
3,1084475047935
5,1099511627775
2,1031
0,1151
6,1076890751
1,1077415935
4,7532449791
3,832971476991
1,970545041407
2,970599694335
0,1035087118335
0,1099511627775
5,2055
2,3222277127
4,3222289439
1,3222420735
6,16113614079
3,16114401279
2,978723946495
4,978749161471
1,979218989055
5,1099511627775
3,3075
5,11295
6,207999
4,25422975
2,12914523263
0,270612561023
6,270612824063
0,271116140543
3,274340511743
1,1099511627775
5,2055
3,100455
2,3222375527
4,3222387839
1,3222913023
6,16114106367
5,16172843007
4,16374562815
0,274072600575
3,1099511627775
0,15
6,98367
2,1016383
1,5217855
1,12898516543
3,16122887743
5,33352646655
0,33889976319
5,996231086079
4,1099511627775
6,6147
3,793347
2,962610338563
0,962610338623
5,963687227199
2,963687456703
4,963699998719
6,1066829545471
0,618408181759
1,1099511627775
4,12312
1,143608
3,930808
2,931839
5,8273919
5,17246863359
2,979856408575
1,980275953663
6,1083405500415
0,1099511627775
3,787200
6,836376
6,1033080
4,51641303928
0,51641181183
4,64551248895
3,64557546495
2,67779821567
1,274072600575
3,1099511627775
4,12312
1,143608
5,33812728
6,51598586104
2,51598587135
5,51605929215
2,120795167999
0,136901295359
0,686926069759
1,1099511627775
4,98496
6,123084
3,126159
5,17238715599
0,18245348559
2,31134448847
3,33419378687
1,583259914239
6,686389460991
4,1099511627775
5,2055
1,527239
4,539551
2,17431455
6,823131039
5,1899921407
0,130748940287
1,1092955832319
4,996331749375
3,1099511627775
3,3075
2,7199
0,7679
5,537665535
4,550273023
3,3774644223
6,4177494015
5,38637928447
2,68719476735
0,1099511627775
1,4103
6,200807
3,3349607
0,129178727
1,129703911
4,550691086311
2,558211473383
5,1039323340799
2,1047946854399
6,1099511627775
0,15
1,4201487
4,4226111
5,4357631
3,3228728831
0,553521938431
1,966107496447
5,996180656127
6,893252534271
6,1099511627775
3,3075
2,7199
6,4307565599
4,4307614847
0,141880917247
1,245027306751
4,270847442175
5,271384838143
3,274609209343
2,1099511627775
6,269222400
2,962878767616
4,962878964608
1,962878968711
3,962882117511
0,962882117631
2,970402504703
5,1039356862463
4,1039373697023
1,1099511627775
5,7170
0,7230
6,33660030
3,58850430
1,59375614
4,261094399
0,257959132159
2,261181407231
3,1086620434431
6,1099511627775
1,4103
5,537661959
6,825574035975
0,825574036455
5,825590862839
3,825594011639
2,833114398711
4,884754669559
0,893151870975
3,1099511627775
1,4103
6,53279
2,185247
5,29553567
3,32702367
0,16138829727
2,16206004223
1,566901342207
5,686389460991
4,1099511627775
6,24588
4,25820160012
6,25820258364
5,25822361662
0,26897153087
4,33352186943
2,33352646655
3,33755693055
2,996365238271
1,1099511627775
3,3075
4,27699
1,4226111
0,4227071
6,205651967
3,3430023167
5,123722661887
5,1086063771647
4,548816289791
1,1099511627775
6,269222400
2,962878767616
1,962878781954
0,962878782434
2,962912566242
5,980117617634
0,981192380415
4,1084472922111
6,1086601560063
4,1099511627775
3,3075
5,11295
0,11775
1,234925567
6,504147967
2,533524479
3,3757895679
2,966162120703
4,1069442662399
1,1099511627775
6,24588
3,27663
0,27903
3,100789503
2,108133631
5,108527615
4,206669611007
0,222775738367
6,274340511743
1,1099511627775
6,6147
2,924163
5,932383
1,8273439
0,8273919
4,137648619519
3,963087646719
2,1066200449023
5,1083405500415
0,1099511627775
5,32880
6,57468
4,25820192892
1,25820200061
0,163393502461
3,163394289661
1,266540677119
6,267617566719
4,274072600575
3,1099511627775
5,2055
0,2175
1,527359
2,17419263
5,1094307839
6,26876694527
3,130056572927
2,268020219903
6,1093056593919
4,1099511627775
3,3075
4,15387
2,933403
5,585727
1,29949951
5,264896511
3,3489267711
6,4294967295
0,68719476735
0,1099511627775
4,12312
2,13343
1,538527
6,1077428127
1,1346322335
4,7801356191
3,7851638783
2,970461183999
0,893252534271
6,1099511627775
3,3075
4,15387
5,130107
5,134741179
0,550427619327
1,653574008831
4,679394144255
0,679409872895
1,1091991240703
2,1099511627775
2,33587248
5,571245104
3,571248179
4,571445171
3,3795816371
6,3795840959
