a6siy8
6,12294
0,13254
4,2113479
2,69681095
3,69730295
1,7586971639
1,832758079487
5,841360605183
4,1047921688575
3,1099511627775
5,1051649
2,1510657
0,550294720257
6,550294732551
3,550294577151
6,550697426943
0,1066093502463
1,1078986801151
2,1096284110847
4,1099511627775
0,1074791425
5,1074795535
3,1075582735
6,1075681087
5,3229458239
1,4169113407
2,55725514559
0,1086517665599
1,996231086079
4,1099511627775
5,2055
3,789255
2,3223064327
4,3223076639
6,16114269983
6,67679043359
3,893118070559
4,893118119807
5,893218848767
1,1099511627775
2,3146753
0,16109274113
3,16109280263
4,16121887751
2,33419197447
0,33419197567
5,33956855423
6,858758184959
1,996331749375
3,1099511627775
6,6147
4,30771
0,550293240371
1,550293502963
2,550327286771
5,551404163071
1,557850812415
3,970570326015
5,979185434623
2,1099511627775
6,24588
0,24828
4,418812
1,825171534844
2,825172590588
3,825273349119
6,825279643647
0,841385771007
4,1047946854399
6,1099511627775
2,1031
4,13343
5,7355423
3,7453823
0,16113581183
1,16114106367
4,566675488767
2,979126697983
5,996331749375
3,1099511627775
0,30
6,196734
1,203903
5,34460638335
6,34461425151
3,34486091775
4,241047175167
0,273259429887
2,274340511743
1,1099511627775
4,2100225
5,2104335
0,2104575
1,69328127
3,51659267327
2,52196663295
6,877233037311
5,885835563007
1,892950544383
4,1099511627775
3,3075
0,3135
5,134655
2,117640703
3,3342011903
5,3879669759
6,29662056447
6,854635577343
2,858959904767
1,1099511627775
4,24624
0,24639
1,4226111
0,550297435711
4,550347865663
6,550347997183
2,550818021375
3,554042392575
0,1069438468095
5,1099511627775
4,12312
1,274904
6,17101304
5,17103359
2,60180199935
5,64489847295
0,65496480255
2,67980754943
1,893151870975
3,1099511627775
6,196704
4,51640467552
3,51641254752
6,51641303928
0,51641181183
3,51647478783
2,54869753855
4,67779821567
1,618341072895
5,1099511627775
6,269222400
0,269222415
1,1344015887
2,963953561103
3,970402303503
4,970402500495
0,970402447359
5,970436116479
3,996231086079
4,1099511627775
6,24588
1,942220
2,138379419788
0,138395148428
5,138437342207
1,241583731711
2,241806868479
3,1067245895679
4,1093066031103
6,1099511627775
4,12312
3,405912
5,407967
6,17234367
2,60180330943
1,60650158527
0,610943368127
5,612020191231
4,618408181759
1,1099511627775
5,2055
6,51231
2,3222326303
0,3222326783
5,3759984639
6,828796358655
4,880436629503
0,880254386175
3,893151870975
3,1099511627775
1,1049603
2,1053727
1,3224378399
0,3224378879
6,3274735103
4,140915080703
2,416061816319
3,428959301119
0,979218989055
5,1099511627775
2,1031
6,1076890631
3,1076989031
4,1077001343
1,1077526527
5,1136263167
